,City,Cloudiness,Country,Date,Humidity,Lat,Lng,Max_Temp,Wind_Speed
0,Iqaluit,75,CA,1569263240,75,63.75,-68.52,41.0,11.41
1,Cidreira,11,BR,1569263234,54,-30.17,-50.22,63.65,14.34
2,New Norfolk,40,AU,1569262959,90,-42.78,147.06,48.2,12.75
3,Deputatskiy,92,RU,1569263250,98,69.3,139.9,27.29,2.21
4,Aklavik,90,CA,1569263639,93,68.22,-135.01,39.2,3.36
5,Bluff,95,AU,1569263230,78,-23.58,149.07,62.57,3.29
6,Mehamn,40,NO,1569263639,75,71.03,27.85,41.0,24.16
7,San Quintin,10,PH,1569263238,93,17.54,120.52,73.55,2.75
8,Fortuna,0,ES,1569263228,50,38.18,-1.13,79.0,3.36
9,Vaini,20,IN,1569263231,91,15.34,74.49,74.81,1.39
10,Ust-Nera,89,RU,1569263639,95,64.57,143.24,26.39,5.79
11,Souillac,0,FR,1569263640,82,45.6,-0.6,66.0,3.36
12,Samarai,97,PG,1569263256,91,-10.62,150.67,69.41,3.96
13,Hithadhoo,100,MV,1569263214,81,-0.6,73.08,78.77,4.54
14,Port Alfred,14,ZA,1569263245,83,-33.59,26.89,57.99,3.0
15,Rikitea,100,PF,1569263040,74,-23.12,-134.97,68.87,15.5
16,Puerto Ayora,20,EC,1569263215,61,-0.74,-90.35,77.0,19.46
17,Busselton,100,AU,1569263216,61,-33.64,115.35,50.0,9.1
18,Mataura,76,NZ,1569263048,92,-46.19,168.86,42.01,4.0
19,Punta Arenas,90,CL,1569263215,66,-53.16,-70.91,51.8,14.99
20,Hobart,40,AU,1569263151,90,-42.88,147.33,48.2,12.75
21,Sao Filipe,20,CV,1569263217,83,14.9,-24.5,80.93,24.47
22,Saint George,40,GR,1569263214,73,39.45,22.34,69.8,8.05
23,Barrow,0,AR,1569263047,48,-38.31,-60.23,70.85,16.91
24,Klaksvik,100,FO,1569263216,93,62.23,-6.59,53.6,19.46
25,Lompoc,90,US,1569263424,87,34.64,-120.46,79.0,9.17
26,Butaritari,89,KI,1569263244,67,3.07,172.79,83.81,5.73
27,Albany,90,US,1569263218,45,42.65,-73.75,87.01,10.29
28,Ossora,100,RU,1569263264,92,59.24,163.07,40.07,4.25
29,Jamestown,0,AU,1569263229,92,-33.21,138.6,38.81,3.2
30,Paita,0,PE,1569263641,290,-5.09,-81.11,62.6,14.99
31,Hermanus,0,ZA,1569263217,82,-34.42,19.24,59.0,10.83
32,Salalah,75,OM,1569263252,74,17.01,54.1,82.4,8.05
33,Pacific Grove,20,US,1569263575,64,36.62,-121.92,78.01,5.82
34,Saldanha,100,PT,1569263223,44,41.42,-6.55,69.41,6.44
35,Turukhansk,96,RU,1569263641,86,65.8,87.96,37.91,14.29
36,Mansa,75,IN,1569263641,83,23.43,72.66,78.8,12.75
37,Sisimiut,100,GL,1569263250,89,66.94,-53.67,39.89,16.33
38,Visby,0,SE,1569263642,70,57.64,18.3,51.01,6.93
39,Bluefield,90,US,1569263642,47,37.27,-81.22,87.01,10.29
40,Keokuk,1,US,1569263642,56,40.4,-91.39,75.0,8.05
41,Nemuro,100,JP,1569263642,93,43.32,145.57,59.87,24.36
42,Bathsheba,40,BB,1569263273,88,13.22,-59.52,78.8,16.11
43,Isangel,10,VU,1569263642,63,-19.55,169.27,71.93,15.23
44,Paamiut,88,GL,1569263642,68,61.99,-49.67,40.43,3.8
45,Carnarvon,0,ZA,1569263214,27,-30.97,22.13,53.57,15.66
46,Meulaboh,77,ID,1569263247,79,4.14,96.13,81.47,6.49
47,Bredasdorp,0,ZA,1569263048,71,-34.53,20.04,55.0,3.36
48,Kapaa,40,US,1569262980,88,22.08,-159.32,84.2,9.17
49,Lubumbashi,0,CD,1569263643,26,-11.66,27.48,73.73,4.63
50,East London,0,ZA,1569263469,76,-33.02,27.91,55.4,10.29
51,Kahului,40,US,1569263643,66,20.89,-156.47,84.2,5.82
52,Begoro,76,GH,1569263644,91,6.38,-0.38,74.27,2.26
53,South River,1,US,1569263644,40,40.45,-74.39,93.0,5.82
54,Port Elizabeth,1,US,1569263236,45,39.31,-74.98,93.0,6.93
55,Chuy,0,UY,1569263644,65,-33.69,-53.46,57.53,14.23
56,Bethel,90,US,1569263170,93,60.79,-161.76,41.0,12.75
57,Homer,90,US,1569263279,57,59.64,-151.54,50.0,6.93
58,Jiayuguan,0,CN,1569263644,27,39.77,98.29,60.23,3.65
59,Nanortalik,15,GL,1569263248,74,60.14,-45.24,40.61,1.28
60,Nome,75,US,1569263255,62,30.04,-94.42,91.4,6.93
61,Cape Town,0,ZA,1569263165,77,-33.93,18.42,61.0,17.22
62,Bambous Virieux,40,MU,1569263223,68,-20.34,57.76,71.6,18.34
63,La Ronge,90,CA,1569263033,76,55.1,-105.3,57.2,21.92
64,Port Hardy,90,CA,1569263217,87,50.7,-127.42,51.8,17.22
65,Pevek,96,RU,1569263215,79,69.7,170.27,34.85,13.2
66,College,1,US,1569263107,80,64.86,-147.8,41.0,1.21
67,Nikolskoye,75,RU,1569263216,56,59.7,30.79,42.8,8.95
68,Atuona,45,PF,1569263068,79,-9.8,-139.03,78.95,17.85
69,Kalamata,0,GR,1569263645,64,37.04,22.11,77.0,5.82
70,Luderitz,0,NA,1569263223,25,-26.65,15.16,73.4,21.92
71,Hilo,90,US,1569263238,83,19.71,-155.08,78.8,6.93
72,Ponta do Sol,28,BR,1569263218,45,-20.63,-46.0,80.39,12.12
73,Penzance,58,GB,1569263645,100,50.12,-5.53,63.0,18.34
74,Ancud,90,CL,1569263230,81,-41.87,-73.83,53.6,9.17
75,Ekibastuz,0,KZ,1569263645,34,51.72,75.32,55.91,21.88
76,Chiang Khong,0,LA,1569263646,88,20.27,100.41,71.6,2.98
77,Oudtshoorn,0,ZA,1569263646,66,-33.59,22.2,55.4,2.24
78,Kruisfontein,0,ZA,1569263041,78,-34.0,24.73,51.59,5.57
79,Sabang,4,PH,1569263646,96,13.8,121.11,72.47,2.66
80,Flin Flon,40,CA,1569263646,52,54.77,-101.88,69.8,11.41
81,Ushuaia,75,AR,1569263214,81,-54.81,-68.31,46.4,4.29
82,Chingola,27,ZM,1569263647,20,-12.55,27.86,73.73,3.27
83,Severo-Kurilsk,87,RU,1569263227,82,50.68,156.12,48.53,5.88
84,Provideniya,0,RU,1569263231,68,64.42,-173.23,28.73,1.01
85,Coquimbo,20,CL,1569263254,67,-29.95,-71.34,59.0,12.75
86,Beringovskiy,0,RU,1569263647,60,63.05,179.32,28.01,5.35
87,Biak,74,ID,1569263647,98,-0.91,122.88,60.05,3.22
88,Tocopilla,32,CL,1569263444,86,-22.09,-70.2,58.07,14.54
89,Broome,40,GB,1569263265,68,52.47,1.45,64.4,12.75
90,Boralday,75,KZ,1569263647,76,43.36,76.86,55.4,4.47
91,Honningsvag,100,NO,1569263647,70,70.98,25.97,39.89,15.97
92,Vestmannaeyjar,90,IS,1569263251,100,63.44,-20.27,50.0,23.04
93,Carutapera,75,BR,1569263246,63,-1.2,-46.02,84.89,9.53
94,Nechi,85,CO,1569263648,63,5.59,-75.16,71.01,0.31
95,Khatanga,95,RU,1569263265,61,71.98,102.47,37.91,19.6
96,Todos Santos,20,MX,1569263648,62,23.45,-110.23,87.01,6.93
97,Ahipara,100,NZ,1569263264,100,-35.17,173.16,57.0,37.78
98,Kokopo,100,PG,1569263648,92,-4.34,152.27,69.59,1.5
99,Lodja,29,CD,1569263222,60,-3.52,23.6,79.31,1.61
100,Mathbaria,100,BD,1569263648,88,22.29,89.96,79.67,4.65
101,Yarmouth,75,CA,1569263271,82,43.84,-66.12,70.0,17.22
102,Balabac,2,PH,1569263649,82,7.99,117.06,80.75,9.98
103,Itoman,75,JP,1569263256,78,26.12,127.67,77.0,13.87
104,Faanui,0,PF,1569263223,81,-16.48,-151.75,79.67,12.62
105,Balotra,63,IN,1569263649,46,25.83,72.24,91.01,11.88
106,Hamilton,75,CA,1569263113,64,43.26,-79.87,77.0,11.41
107,Georgetown,40,GY,1569263116,70,6.8,-58.16,87.8,11.41
108,Berlevag,40,NO,1569263649,75,70.86,29.09,41.0,24.16
109,Horsham,1,AU,1569263649,95,-36.71,142.2,36.11,3.47
110,Mercedes,21,UY,1569263650,26,-33.25,-58.03,71.01,8.01
111,Skibbereen,75,IE,1569263650,93,51.55,-9.27,60.8,14.99
112,Naqadeh,0,IR,1569263549,24,36.96,45.39,49.61,8.03
113,Wattegama,100,LK,1569263650,83,7.35,80.68,74.63,3.2
114,Dikson,100,RU,1569263228,95,73.51,80.55,33.77,29.08
115,Thompson,40,CA,1569263225,46,55.74,-97.86,73.4,10.29
116,Qaanaaq,100,GL,1569263213,66,77.48,-69.36,29.99,4.32
117,Nishihara,1,JP,1569263650,88,35.74,139.53,82.99,11.79
118,Quatre Cocos,40,MU,1569263056,68,-20.21,57.76,71.6,18.34
119,Tigre,0,AR,1569263651,37,-34.42,-58.58,68.0,9.17
120,Yeppoon,100,AU,1569263651,88,-23.13,150.74,62.6,1.28
121,Bogoslovka,0,RU,1569263651,89,56.8,86.72,42.95,8.28
122,Puqi,46,CN,1569263651,49,29.72,113.88,67.07,3.13
123,Mar del Plata,13,AR,1569263220,39,-46.43,-67.52,64.01,26.13
124,Avarua,100,CK,1569263219,93,-21.21,-159.78,66.2,3.36
125,Christchurch,68,NZ,1569263552,93,-43.53,172.64,45.0,8.05
126,Bonthe,98,SL,1569263284,81,7.53,-12.5,77.69,7.07
127,Mianwali,0,PK,1569263652,33,32.57,71.58,91.01,6.98
128,Santa Isabel do Rio Negro,84,BR,1569263614,53,-0.41,-65.02,88.31,3.96
129,Emba,0,CY,1569263237,69,34.81,32.42,77.0,5.82
130,Mogadishu,32,SO,1569263652,77,2.04,45.34,76.79,16.37
131,Jinchang,0,CN,1569263652,45,38.52,102.19,53.75,2.35
132,Port Blair,100,IN,1569263652,86,11.67,92.75,79.49,20.18
133,Astana,0,KZ,1569263652,47,51.13,71.43,55.4,29.08
134,Alice Springs,90,AU,1569263071,50,-23.7,133.88,55.4,6.93
135,Saint-Augustin,90,CA,1569263653,100,45.63,-73.98,75.0,4.7
136,Mattru,94,SL,1569263653,87,7.62,-11.83,77.51,5.32
137,Baoying,35,CN,1569263653,63,33.24,119.31,64.37,6.06
138,Yatou,100,CM,1569263653,79,3.63,9.81,79.13,4.41
139,East Hemet,1,US,1569263653,50,33.74,-116.94,89.01,3.36
140,Inhambane,40,MZ,1569263259,73,-23.87,35.38,75.2,10.29
141,Etchojoa,40,MX,1569263653,59,26.91,-109.62,93.0,4.7
142,Husavik,5,CA,1569263277,40,50.56,-96.99,71.01,8.01
143,Albania,71,CO,1569263654,64,5.76,-73.91,78.59,4.41
144,Nouadhibou,0,MR,1569263220,69,20.93,-17.03,75.2,19.46
145,Nizhniy Baskunchak,0,RU,1569263654,62,48.22,46.83,46.55,6.71
146,Katobu,4,ID,1569263654,96,-4.94,122.53,71.03,2.55
147,Westport,1,US,1569263438,61,41.14,-73.36,89.01,11.41
148,Imbituba,0,BR,1569263051,49,-28.24,-48.67,68.0,11.41
149,Auki,1,NG,1569263276,43,12.18,6.51,83.81,4.16
150,Hervey Bay,55,AU,1569263655,93,-25.3,152.85,64.99,4.7
151,Sorland,0,NO,1569263271,66,67.67,12.69,48.2,11.41
152,Huilong,100,CN,1569263235,78,31.15,106.5,69.23,2.21
153,Mecca,0,SA,1569263367,79,21.43,39.83,80.03,1.54
154,Komsomolskiy,100,RU,1569263239,87,67.55,63.78,33.59,19.19
155,Port Lincoln,0,AU,1569263476,65,-34.72,135.86,55.01,5.46
156,Tuktoyaktuk,90,CA,1569263047,93,69.44,-133.03,37.4,6.93
157,Pozo Colorado,41,PY,1569263655,24,-23.49,-58.8,95.51,4.43
158,Victoria,75,BN,1569263246,74,5.28,115.24,84.2,4.7
159,Pyay,33,MM,1569263655,93,18.82,95.22,73.73,2.24
160,Kavieng,83,PG,1569263231,74,-2.57,150.8,82.19,6.15
161,Kavaratti,95,IN,1569263237,79,10.57,72.64,82.37,8.57
162,Castro,90,CL,1569263052,81,-42.48,-73.76,53.6,9.17
163,Keetmanshoop,0,NA,1569263656,6,-26.57,18.15,73.4,6.93
164,Cabo San Lucas,40,MX,1569263274,74,22.89,-109.91,87.01,6.93
165,Ostrovnoy,100,RU,1569263225,88,68.05,39.51,35.21,21.88
166,Rewari,40,IN,1569263656,83,28.2,76.62,78.8,5.82
167,Qasigiannguit,75,GL,1569263269,80,68.82,-51.19,39.2,5.82
168,Kashan,0,IR,1569263656,24,33.99,51.44,82.4,2.24
169,Tuatapere,97,NZ,1569263657,92,-46.13,167.69,42.01,5.99
170,Bull Savanna,65,JM,1569263657,69,17.89,-77.59,84.89,5.57
171,Xuanzhou,0,CN,1569263657,65,30.95,118.78,59.51,3.85
172,Kochevo,90,BG,1569263657,52,42.1,24.92,69.8,3.36
173,Aitape,5,PG,1569263657,88,-3.15,142.36,74.81,3.89
174,Talnakh,75,RU,1569263259,93,69.49,88.39,39.2,13.42
175,Druzhba,0,UA,1569263658,70,52.05,33.94,39.17,5.48
176,Kenai,1,US,1569263624,71,60.55,-151.26,51.01,16.11
177,Hualahuises,0,MX,1569263658,55,24.88,-99.67,78.23,6.26
178,San Joaquin,31,PH,1569263658,91,10.59,122.14,75.71,2.21
179,Marabba,70,SD,1569263658,44,12.35,32.18,87.77,7.05
180,Nagua,20,DO,1569263658,79,19.37,-69.85,87.8,17.22
181,Oktyabrskiy,75,RU,1569263659,75,55.61,37.97,41.0,13.42
182,Pisco,0,PE,1569263266,30,-13.71,-76.2,71.6,12.75
183,Kovdor,80,RU,1569263659,98,67.56,30.47,31.07,7.63
184,Salamanca,40,MX,1569263659,56,20.57,-101.19,75.99,5.5
185,Samana,75,EC,1569263455,74,0.12,-76.97,82.4,3.36
186,Road Town,40,VG,1569263659,74,18.42,-64.62,89.6,9.17
187,Lebu,75,ET,1569263239,93,8.96,38.73,59.0,3.36
188,Mariental,90,BR,1569263659,76,-25.72,-49.65,55.99,12.75
189,Hualmay,74,PE,1569263660,93,-11.1,-77.61,61.31,13.47
190,Tiksi,100,RU,1569263229,96,71.64,128.87,36.11,5.75
191,Kostomuksha,69,RU,1569263660,87,64.59,30.6,31.97,7.05
192,Nantucket,1,US,1569263660,78,41.28,-70.1,78.8,16.11
193,Kijang,40,KR,1569263660,93,35.24,129.21,60.8,4.7
194,Norman Wells,75,CA,1569263236,81,65.28,-126.83,44.6,3.36
195,Tiznit,23,MA,1569263660,90,29.7,-9.73,68.51,10.07
196,Ornskoldsvik,0,SE,1569263617,80,63.29,18.72,44.6,1.12
197,Tautira,20,PF,1569263276,69,-17.73,-149.15,80.6,2.24
198,Torbay,90,CA,1569263244,82,47.66,-52.73,64.99,32.21
199,North Bend,1,US,1569263567,77,43.41,-124.22,66.0,3.36
200,Angoche,58,MZ,1569263661,78,-16.23,39.91,74.63,8.48
201,Yellowknife,75,CA,1569263060,75,62.45,-114.38,44.6,13.87
202,Tura,99,RU,1569263661,91,64.27,100.22,35.39,4.88
203,Comodoro Rivadavia,0,AR,1569263231,35,-45.87,-67.48,69.8,18.34
204,Rawson,29,AR,1569263285,29,-43.3,-65.11,67.97,19.91
205,Vangaindrano,15,MG,1569263661,96,-23.35,47.6,65.45,3.44
206,Smithers,90,CA,1569263573,93,54.78,-127.17,42.8,4.7
207,Ambilobe,55,MG,1569263661,62,-13.19,49.05,75.89,9.31
208,Changji,100,CN,1569263662,45,32.07,116.17,65.81,5.39
209,Fort-Shevchenko,0,KZ,1569263662,63,44.51,50.26,66.53,8.61
210,Quimper,90,FR,1569263662,100,48.0,-4.1,63.0,11.41
211,Lake Cowichan,90,CA,1569263662,93,48.82,-124.05,55.99,2.24
212,Okha,100,RU,1569263662,88,53.59,142.95,47.63,26.71
213,Aden,33,YE,1569263662,56,12.79,45.03,90.11,4.92
214,Sao Benedito do Rio Preto,89,BR,1569263663,36,-3.33,-43.53,95.51,4.47
215,Sur,0,OM,1569263663,70,22.57,59.53,80.39,1.61
216,Mount Gambier,75,AU,1569263225,100,-37.83,140.78,42.8,8.05
217,Lasa,0,CY,1569263663,69,34.92,32.53,77.0,5.82
218,Wiarton,75,CA,1569263663,88,44.74,-81.13,64.99,11.41
219,Nizwa,99,OM,1569263663,30,22.93,57.53,83.27,3.62
220,Uvarovka,57,RU,1569263663,78,55.53,35.61,34.67,5.59
221,Mahajanga,0,MG,1569263641,50,-15.72,46.32,78.8,3.36
222,Augusto Correa,91,BR,1569263269,56,-1.02,-46.63,88.85,5.46
223,Okakarara,3,NA,1569263664,13,-20.59,17.46,71.03,10.02
224,Semenivka,0,UA,1569263664,73,52.18,32.58,37.91,5.06
225,Sarankhola,100,BD,1569263664,88,22.31,89.79,79.67,4.65
226,Palmer,40,AU,1569263664,93,-34.85,139.16,46.99,3.83
227,Upernavik,100,GL,1569263227,86,72.79,-56.15,37.73,1.66
228,Maragogi,90,BR,1569263664,79,-9.01,-35.22,77.69,10.74
229,Kuching,75,MY,1569263277,83,1.56,110.34,80.6,3.36
230,Matara,0,BI,1569263241,74,-3.48,29.48,80.6,9.17
231,Saskylakh,95,RU,1569263232,88,71.97,114.09,31.07,7.56
232,Ribeira Grande,20,PT,1569263249,60,38.52,-28.7,73.4,13.87
233,Geraldton,90,CA,1569263574,58,49.72,-86.95,59.0,3.36
234,Byron Bay,98,AU,1569263665,77,-28.65,153.62,64.0,8.05
235,Sebina,0,BW,1569263665,28,-20.83,27.22,84.2,12.75
236,Elliot Lake,75,CA,1569263665,88,46.37,-82.65,62.6,12.75
